,id,title,date,comments,shares,dislikes,likes,lost_subs,gained_subs,rpm,cpm,average_view_pct,average_view_time,views,watch_time,subscribers,estimated_revenue,impressions,CTRate,face
110,txR8_jGi0Ls,Reviewing Your Data Science Projects - Episode 7 (Incredible Portfolio Website),2020-06-08,32,52,8,309,53,81,3.204,7.9,26.19,0:03:56,8778,577.311,28,28.109,202969,2.99,1.0
111,KfpOuSH9gDc,Kaggle vs Github - Which is Best for Your Data Science Portfolio?,2021-06-25,47,42,11,416,13,47,4.395,11.005,43.38,0:02:43,8832,402.3071,34,38.723,178720,2.89,0.0
112,Ft4GVkQQtgk,Data Science Resume Round-Up With @Tina Huang  - Episode 1,2020-09-28,31,53,2,258,6,50,5.991,13.499,18.64,0:04:34,9054,689.6168,44,54.173,170650,2.66,1.0
113,8nTmuKI2oyA,How I Use Data to Optimize My Life | What I Collect & How I Analyze It,2021-05-14,67,77,6,457,9,66,6.795,12.937,38.68,0:03:15,9135,495.671,57,62.009,167823,3.02,1.0
114,YR9Faf1uZDg,Unboxing the Ultimate Z by HP Data Science Package (FIRST EVER HP Workstation w/ Data Science Stack),2020-12-10,64,57,14,366,10,87,5.326,9.356,32.4,0:03:00,9268,464.6074,77,49.296,168974,3.04,0.0
115,KU__lDJj5iU,How Data Science Projects Pay Off,2021-05-22,60,49,3,565,19,150,4.805,11.344,43.05,0:02:46,9342,431.1819,131,44.874,175035,3.33,1.0
116,pPfw2fzwNiM,MARCH MADNESS - Will My Machine Learning Model Beat Your Bracket?,2021-03-19,48,41,2,260,6,281,5.501,11.858,26.07,0:02:22,9370,369.7456,275,51.333,154187,1.74,1.0
117,q6Lf2yhvluw,Reviewing Your Data Science Projects - Episode 17 (Best Portfolio Website Yet?),2020-08-24,28,50,0,378,4,99,4.646,11.355,21.91,0:04:02,9384,632.9141,95,43.551,169277,2.93,1.0
118,N97MhZEp2UQ,Advice from a Data Analytics CEO (@How to Get an Analytics Job) - KNN EP. 17,2020-10-14,30,70,7,319,6,65,6.853,12.349,16.98,0:08:36,9457,1357.0912,59,64.756,221853,2.4,1.0
119,XGBigjVy2Eo,The Secret Data Scientists Don't Want You to Know,2020-03-16,52,61,5,1079,6,194,4.652,11.833,61.59,0:02:16,9503,360.9566,188,44.203,148629,4.1,1.0
120,akbU9KOo_Qc,How to Stay Productive & Motivated When Learning Data Science,2019-09-29,27,64,1,501,3,132,4.318,14.981,36.25,0:04:03,9669,654.2339,129,41.711,102363,3.88,1.0
121,jf3j0lWmFPU,The 5 Pillars of Success I Live By,2020-09-11,65,40,4,864,15,77,5.275,11.366,41.62,0:04:01,9743,653.236,62,51.398,142171,3.82,1.0
122,vy-R4oUZaC8,Data Science Project Example Start to Finish (Deep Learning Image Classifier),2020-03-20,29,108,2,384,3,174,3.336,10.289,15.99,0:03:52,9757,628.8956,171,32.538,194945,2.9,1.0
123,rEWPqw6rMGI,The Only Data Science Explanation You Need,2022-01-10,62,141,5,722,28,136,5.971,12.045,35.49,0:04:40,10277,801.5549,108,60.498,215491,2.22,1.0
124,DopikusDfk0,Collision Course: Sports Betting + Data Science,2019-12-20,13,41,8,342,2,225,5.403,12.188,42.08,0:02:29,10291,427.0386,223,55.502,124918,5.9,1.0
125,k8YxyrcAXJs,Is Data Visualization Important for Data Science? (A Data Scientist's Perspective),2021-08-20,54,53,2,481,37,84,4.843,11.484,38.01,0:02:14,10403,389.9063,47,50.319,322856,1.95,1.0
126,4yI3vVe0Jos,Data Science Fundamentals: Data Cleaning in Python,2019-08-11,30,115,4,297,3,132,5.718,15.198,14.56,0:05:03,10430,878.9639,129,59.526,126771,4.68,1.0
127, -pdXWmj9xxU,How I Learn Data Science Through Studying Other People's Code | #66DaysOfData,2020-09-04,78,80,3,691,10,109,5.07,10.472,31.24,0:04:30,10588,795.7453,99,53.677,185980,3.09,1.0
128,_K6cNdgN3CI,Reviewing Your Data Science Projects - Episode 4 (Resume & Github),2020-05-18,24,339,41,174,7,195,6.881,10.711,10.32,0:01:31,10762,273.8722,188,74.043,750450,1.14,1.0
129,lsXWVPzwZPk,Critiquing MY OWN Data Science Resume,2020-07-06,42,50,5,371,7,57,3.548,10.144,28.84,0:03:24,10854,616.5407,50,38.494,152852,3.99,0.0
130,NCyPY-jfb3I,How to Scrape NBA Data Using the nba_api Python Module,2019-12-23,48,82,1,426,1,210,4.774,15.916,25.21,0:04:09,11724,812.1108,209,55.926,113730,5.48,0.0
131,o-wsyxWbPOw,We Need to Talk About The LinkedIn Machine Learning Assessment.,2022-01-03,65,36,12,592,10,78,5.321,12.49,45.08,0:02:46,11808,545.6332,68,62.568,166915,3.32,1.0
132,zGlJ-QndG8E,How to Get a Data Science Job at FAANG (@Data Science Jay) - KNN EP. 03,2020-06-26,135,49,5,450,13,142,5.161,10.256,27.81,0:03:50,11872,759.2818,129,61.23,170724,3.5,1.0
133,KHAuuOQui2U,What You Need to Know for a Data Science Internship,2020-05-01,26,111,3,798,7,284,4.648,10.56,54.02,0:02:46,12317,571.0671,277,57.149,194197,4.55,1.0
134,IoUWD1h6xUs,A Quick Data Science Project Tip! #SHORTS,2021-06-03,36,60,5,712,3,68,1.608,8.069,58.57,0:00:34,12328,118.3273,65,12.688,154198,2.73,1.0
135,agHKuUoMwvY,Data Science Project from Scratch - Part 7 (Documenting Your Work),2020-04-17,58,121,2,539,5,152,2.746,10.347,18.97,0:02:14,12427,465.6674,147,34.1,137679,6.18,1.0
136,_0rHU6qAQe0,git for Data Science Made Simple... (Hopefully),2020-10-23,48,76,7,638,14,127,3.879,10.486,38.21,0:02:29,12643,526.0772,113,48.982,184664,3.46,1.0
137,vQGJvmhpq_s,The Plagiarism Problem in Data Science,2020-08-07,71,39,11,631,9,132,3.184,7.453,40.51,0:03:09,12675,666.0547,123,40.357,195384,4.04,1.0
138,8Pi36Nj6P9A,What is Pandas? (Data & Data Science) #shorts,2021-04-30,38,25,12,489,7,64,1.378,8.768,42.62,0:00:25,12931,90.3324,57,7.744,190532,1.97,1.0
139,5v_ulmGv-gc,Inside the Mind of the Ultimate Kaggle Grandmaster (@Abhishek Thakur ) - KNN EP. 10,2020-08-26,41,90,4,562,11,130,3.198,6.993,16.46,0:06:17,13159,1379.223,119,42.066,217513,3.19,1.0
140,2OnXytYziF0,What is Sports Analytics Really?,2020-01-20,34,168,2,423,1,227,4.831,9.377,44.13,0:03:03,13322,679.4159,226,64.297,173898,5.21,1.0
141,Xgg7dIKys9E,Interview with the Director of AI Research @ NVIDIA (Anima Anandkumar) - KNN EP. 07,2020-08-05,329,118,15,590,11,161,2.973,7.425,9.55,0:04:37,13429,1034.3945,150,39.92,210876,3.38,1.0
142,Z9dGmL2G-4k,Data Science Fundamentals: Data Exploration in Python (Pandas),2019-07-05,28,78,3,420,4,172,3.47,12.484,23.87,0:04:33,13658,1036.1894,168,47.361,115289,5.66,1.0
143,irjTWNV0eAY,How to Simulate NBA Games in Python,2018-11-19,22,105,2,308,2,152,3.363,11.128,29.67,0:02:44,13742,629.6323,150,46.214,149844,5.45,0.0
144,yUrrf3Pm33s,Find a Data Science Project With These 3 Techniques,2020-11-06,49,64,8,600,9,92,3.731,11.179,28.2,0:02:24,13931,559.7703,83,51.968,195074,2.51,0.0
145,68GGPK3WaqI,Data Science Project - Expectations vs Reality (funny) #shorts,2021-08-06,16,20,10,484,2,38,3.19,10.591,71.96,0:00:43,14136,169.539,36,12.271,166268,3.82,0.0
146,lUUqrRgerd8,What It's Like to be a Socially Distanced Data Scientist (A Day in the Life),2020-04-24,47,35,13,450,4,242,6.976,10.703,27.13,0:03:59,14348,955.9245,238,100.089,867871,1.23,0.0
147,oHUD2T_VXfI,Reviewing Your Data Science Projects - Episode 18 (Job-Worthy GitHub),2020-08-31,43,95,1,714,6,126,5.035,10.143,32.23,0:03:50,14382,922.0377,120,72.365,236816,3.84,1.0
148,XjC3FPL-S78,Why You're Struggling to Learn Data Science,2020-06-12,82,60,9,1000,28,256,3.125,7.179,46.21,0:02:53,14552,700.5087,228,45.465,252084,3.45,1.0
149,KQ80oD_boBM,Kaggle Project From Scratch - Part 2 (Exploratory Data Analysis),2021-01-08,59,71,2,557,13,138,6.656,12.332,17.09,0:06:14,14711,1530.1763,125,97.815,256448,3.01,1.0
150,n7kjelw9s2w,Why Kaggle Should Be Your Favorite Data Science Resource #shorts,2021-05-07,44,46,12,640,9,96,1.807,8.816,52.84,0:00:31,14780,128.0017,87,13.458,242413,2.5,1.0
151,AxP1CL0yaFQ,Should You Learn R for Data Science?,2019-04-25,39,35,13,444,5,142,4.802,10.619,53.42,0:02:12,15243,560.9369,137,73.118,155980,7.45,1.0
152,hpMc6TgT34I,The 5 Stages of Learning Data Science,2020-03-13,33,91,3,1197,4,277,4.608,12.416,50.44,0:03:33,15398,912.5822,273,70.941,228644,3.65,1.0
153,vfV4nm004VQ,How She Dominated the FAANG Data Science Interview  (@Tina Huang ) - KNN EP. 11,2020-09-02,38,80,3,515,5,120,4.089,9.293,12.8,0:05:43,15766,1506.08,115,64.43,224947,3.64,1.0
154,qfRhKHV8-t4,Predicting Crypto-Currency Price Using RNN lSTM & GRU,2017-11-18,28,114,18,247,1,111,1.326,10.819,34.06,0:01:45,16558,487.2194,110,21.944,168508,5.65,0.0
155,AqPquogHwq0,Where to Start Learning Data Science,2020-07-03,58,70,7,724,14,200,3.357,8.208,49.09,0:02:11,16882,616.9814,186,56.64,190702,4.78,0.0
156,FqNpDNmpcEo,How Zillow Lost $500 MILLION With Machine Learning,2021-12-03,62,309,4,869,16,142,7.098,15.168,44.63,0:05:06,16933,1440.0058,126,119.891,312137,2.63,1.0
157,vwvdtXMcNzI,Why Is Data Engineering So HOT Right Now?,2021-11-26,63,174,9,786,16,278,4.452,10.231,42.92,0:03:04,17268,883.2341,262,76.731,299897,2.94,1.0
158,dlZWB2D-NaQ,The 4 Types of Sports Analytics Projects,2020-02-03,26,134,4,637,10,526,5.546,12.031,40.96,0:02:53,17982,868.6597,516,99.587,231123,5.06,1.0
159,ji7DtgUeKCI,7 Things to Look For in a Masters For Data Science (feat. @Tina Huang),2020-11-20,71,111,9,618,19,141,8.328,14.19,41.96,0:03:50,18307,1173.5318,122,152.286,286019,3.96,1.0
160,nUOh_lDMHOU,Data Science Project from Scratch -  Part 6 (Putting the Model into Production),2020-04-15,44,138,11,549,3,132,2.837,9.694,14.37,0:05:17,18329,1614.7837,129,51.945,344921,3.43,1.0
161,RRSRKf9eQxc,Should You Get A Masters in Data Science?,2018-11-14,56,41,10,276,2,81,7.398,15.205,45.22,0:02:32,18488,782.5937,79,136.708,173610,8.4,1.0
162,domVw8isGOI,How I Chose My Masters Degree for Breaking into Data Science,2020-10-30,79,55,8,527,14,184,6.283,14.776,43.15,0:03:24,18633,1058.6333,170,116.91,315342,3.4,1.0
163,4qZINLzwYyk,The State of Data Science with Krish Naik & The Data Professor [Panel Discussion],2020-06-05,267,544,61,633,38,335,6.722,9.554,9.52,0:03:36,20089,1205.8213,297,135.037,1191518,1.19,1.0
164,hcHSSyHbgMQ,My Regrets as a Data Science Student,2021-03-12,53,85,9,749,15,172,6.264,12.904,35.51,0:02:55,20150,983.9832,157,126.139,216390,3.97,0.0
165, -ONQ628CXKQ,Data Scientist Reacts: REAL Data Science Job Application Data,2021-04-16,43,89,9,576,14,366,4.803,14.051,21.33,0:03:25,20158,1151.5371,352,96.734,195209,2.86,1.0
166,T77uVbLhroQ,How I Got My First Data Science Internship (And How You Can Land One),2019-06-21,42,93,10,1008,11,505,3.614,12.185,39.29,0:04:08,20328,1404.5274,494,73.386,319581,4.44,1.0
167,HJH0gfY6EUg,Reviewing Your Data Science Projects - Episode 5 (Very Detailed Project),2020-05-25,41,277,200,503,10,359,9.96,13.443,9.62,0:01:41,20655,582.0329,349,205.73,2941130,0.6,1.0
168,myhoWUrSP7o,I Built the FIRST EVER YouTube Subscriber LEADERBOARD,2020-12-07,151,60,7,675,18,278,2.686,10.189,17.48,0:01:59,21008,696.8395,260,56.411,256546,1.72,1.0
169,PWmxLYTixAM,Reviewing Your Data Science Resumes - Episode 12 (3 Different Resumes!),2020-07-20,38,147,4,465,13,207,7.921,11.859,23.14,0:04:06,21053,1439.8604,194,166.547,243435,5.76,1.0
170,hO_YKK_0Qck,Uber Driver to Machine Learning Engineer in 9 Months! (@Daniel Bourke) - KNN EP. 05,2020-07-16,402,152,15,881,9,198,9.516,11.695,15.12,0:10:21,21350,3687.3387,189,202.963,442334,2.53,1.0
171,DM1eE_Coh6g,Avoid These Data Science Resume Mistakes!,2020-02-10,33,79,6,1038,3,358,4.538,11.941,42.16,0:03:22,22787,1281.0656,355,103.269,391392,3.53,1.0
172,Z_KFh-HqaBA,I Wish I Had Known THIS Before Starting in Data Science,2019-05-14,34,86,14,999,6,274,5.077,11.998,44.42,0:03:58,23397,1553.1482,268,118.739,407598,4.0,1.0
173,S4Lei5mOppc,How I Learned to Learn.,2021-07-31,71,210,12,1455,23,336,7.008,16.922,31.68,0:05:17,23506,2074.7039,313,163.843,448761,2.48,1.0
174,SsGKZe4dVyk,How a Subscriber Landed a Data Analyst Job in Less Than a Year (Ray Ojel) - KNN EP. 09,2020-08-19,72,133,4,1025,8,280,4.204,10.708,18.91,0:06:45,25141,2833.7374,272,105.647,483432,2.96,1.0
175,XWetgrNas-k,What Does a Data Scientist Actually Do?,2019-07-19,37,142,10,905,2,328,8.85,18.056,48.63,0:03:08,25402,1327.9255,326,224.411,273951,6.6,1.0
176,VN12ZPFsApM,How To Learn Programming for Data Science [3 Steps],2020-01-13,37,117,11,1785,10,513,5.302,13.012,41.96,0:03:23,25616,1450.8856,503,135.767,366249,4.01,1.0
177,r-DR9HBaipU,Kaggle Project From Scratch - Part 1 (Data Science Profession Survey),2021-01-02,71,162,8,951,14,379,4.289,10.246,25.64,0:03:49,25722,1637.6522,365,110.216,339622,4.13,1.0
178,pWVQ0vN5uig,How To Get Data Science Experience (Without a Job),2019-08-08,35,135,17,1272,9,603,4.797,11.459,40.33,0:03:19,26360,1461.8508,594,126.423,369626,4.5,1.0
179,4CpmB4TR2C4,Work From Home Data Scientist: Day in the Life,2019-04-12,46,54,44,728,6,418,3.426,10.963,46.79,0:02:34,26586,1143.6495,412,91.069,353031,5.57,1.0
180,QQLToUlgN7A,The Best Computer for Data Science Beginners,2020-07-10,66,98,36,691,16,311,3.521,7.619,40.7,0:02:40,27597,1232.5698,295,97.057,263909,7.16,1.0
181,7O4dpR9QMIM,Data Science Project from Scratch  - Part 5 (Model Building),2020-04-13,58,187,8,644,4,199,4.359,11.016,15.19,0:06:55,27648,3189.7254,195,120.399,449982,3.44,1.0
182,imMPnCHvbkY,The Data Science Projects that Got Me a Job,2020-03-06,20,149,11,1201,3,718,3.928,9.461,44.97,0:02:00,33396,1113.7748,715,131.089,437098,5.19,1.0
183,1FrY7ARSf10,9 Ways You Can Make Extra Income as a Data Scientist,2019-11-18,48,237,30,1573,14,617,5.277,14.503,37.42,0:03:58,39347,2609.6311,603,207.518,542054,4.36,1.0
184,EMq4PH7PCeA,How to Go From Data Analyst to Data Scientist,2021-04-02,73,159,3,1176,24,613,4.373,13.521,33.55,0:02:15,40202,1509.924,589,175.663,325998,4.9,1.0
185,zF_Q2v_9zKY,Scrape Twitter Data in Python with Twitterscraper Module,2019-04-18,161,455,11,783,2,365,2.924,10.454,35.96,0:02:15,41506,1567.3451,363,121.302,262907,7.71,0.0
186,3Mm1U1CbzNw,Is Data Science Right For You?,2019-08-18,57,243,184,1018,30,744,6.178,14.178,32.24,0:02:06,44051,1546.5641,714,272.051,182811,5.88,1.0
187,mEZ1Hj5yQ-8,How to Build a Data Science Portfolio Website with Hugo & Github Pages [feat. Data Professor],2020-05-29,131,514,16,1559,9,524,5.657,13.458,11.48,0:04:55,44924,3691.0734,515,253.83,471036,4.63,1.0
188,BZFfNwj7JhE,Different Data Science Roles Explained (by a Data Scientist),2020-05-22,82,465,100,1589,9,863,6.147,12.346,34.82,0:01:41,44974,1265.9731,854,276.316,2927350,0.85,1.0
189,QWgg4w1SpJ8,Data Science Project from Scratch - Part 4 (Exploratory Data Analysis),2020-04-10,85,302,7,1408,6,573,4.43,12.003,13.16,0:09:01,47193,7104.5262,567,208.805,716168,3.91,1.0
190,hOUrxTeBJQc,The 7 Biggest Data Science  Beginner Mistakes,2021-04-23,117,181,13,2252,23,1053,7.726,13.924,38.26,0:03:49,48261,3082.4798,1030,372.245,676516,3.45,1.0
191,zSwM5uVeylU,Math Needed for Mastering Data Science,2019-12-09,98,274,15,2529,16,889,4.539,10.363,49.15,0:02:23,48401,1922.7679,873,219.501,523606,5.8,1.0
192,uXLnbdHMf8w,Why I'm Starting Data Science Over Again.,2020-08-29,375,367,22,2622,40,1957,3.143,7.943,33.41,0:02:36,49564,2148.311,1917,155.779,521185,4.01,1.0
193,fhi4dOhmW-g,Data Science Project from Scratch - Part 3 (Data Cleaning),2020-04-08,129,283,8,1301,8,520,4.323,12.468,16.98,0:07:26,50234,6235.4662,512,216.892,629607,4.82,1.0
194,SLC5sPZSLY4,How YOU Can Land a Sports Analytics Job,2019-12-02,106,420,17,2323,16,1860,4.247,8.588,37.9,0:03:03,50498,2573.2835,1844,214.234,561044,6.12,1.0
195,BBDiadC8BvE,5 Essential Data Science Projects for Your Portfolio,2020-09-26,134,381,23,2462,16,961,4.502,11.302,35.67,0:02:27,51092,2095.848,945,229.705,534014,5.45,1.0
196,qV_AlRwhI3I,What is the #66DaysOfData?,2020-12-26,96,541,13,1827,33,2395,4.335,12.805,29.91,0:02:20,52921,2070.8803,2362,228.911,338516,3.44,1.0
197,a3VWq9smqhM,How to ULTRALEARN Data Science,2020-03-27,79,230,25,3530,19,2136,4.58,12.682,40.98,0:03:08,55316,2890.0054,2117,253.249,498384,3.3,1.0
198,xjhW1rSQeik,Data Science Advice for College Students,2020-02-14,74,151,12,1786,20,1719,1.039,7.311,23.07,0:02:30,62154,2600.7865,1699,64.526,125961,3.54,1.0
199,1aXk2RViq3c,How to Make A Data Science Portfolio Website with Github Pages,2020-05-15,93,584,32,2778,9,1234,5.684,14.666,23.81,0:03:17,69141,3791.5971,1225,392.228,1043886,3.95,1.0
200,2qVWurPFwfc,Is Data Science Dying?,2021-11-19,148,408,56,2378,34,981,5.272,9.354,34.98,0:03:12,70043,3736.819,947,368.53,1071989,3.78,1.0
201,GmW4F6MHqqs,Data Science Project from Scratch - Part 2 (Data Collection),2020-04-06,241,341,19,2378,5,916,5.789,12.422,24.28,0:06:47,71147,8050.7031,911,411.331,640357,6.53,1.0
202,C4OPn58BLaU,How to Set Up Your Data Science Environment (Anaconda Beginner),2020-02-21,45,459,46,1609,14,1207,7.352,14.368,35.83,0:03:33,75351,4477.5908,1193,552.927,996148,4.49,1.0
203,xpIFS6jZbe8,How I Would Learn Data Science in 2022 (If I Had to Start Over),2021-12-27,109,767,53,4413,46,2553,6.836,13.534,36.77,0:04:29,79283,5945.542,2507,528.286,1420968,3.31,1.0
204,n3vw0M5RrPU,How I Learned Data Science,2020-01-27,101,482,253,2514,51,2090,8.027,13.707,25.84,0:03:28,87169,5043.1516,2039,699.558,5447045,1.14,1.0
205,Q9FjwzKFPuM,Data Science Certificate vs Bootcamp vs Masters Degree,2020-01-18,239,456,48,2708,37,1576,8.315,17.543,36.21,0:05:53,92355,9057.2752,1539,767.493,2247912,2.78,1.0
206,m5pwx3hgtzM,3 Reasons You Should NOT Become a Data Scientist,2019-12-16,101,197,93,2783,45,1180,4.79,9.253,46.02,0:02:51,93329,4449.9719,1135,446.851,1316053,5.41,1.0
207,SVtRsDhHlDk,Why I Quit Data Science,2021-02-12,165,197,159,2274,85,832,4.042,9.855,40.99,0:02:16,98777,3756.0683,747,399.18,659163,8.62,1.0
208,MpF9HENQjDo,Data Science Project from Scratch - Part 1 (Project Planning),2020-04-03,82,744,21,3197,22,3184,4.334,11.954,30.37,0:02:16,102854,3887.4233,3162,445.187,778177,5.35,1.0
209,sHRq-LshG3U,Why You Probably Won't Become a Data Scientist,2021-04-09,213,386,129,3225,67,2237,5.569,12.805,41.36,0:03:34,108133,6435.5906,2170,601.671,1302907,5.04,1.0
210,41Clrh6nv1s,How I Would Learn Data Science in 2021 (What Has Changed?),2020-12-19,232,741,63,5869,57,3358,7.526,15.786,41.01,0:03:45,123515,7724.2735,3301,929.4,1699309,3.93,1.0
211,yukdXV9LR48,The Projects You Should Do To Get A Data Science Job,2019-07-30,124,868,87,5218,53,2793,3.836,11.586,25.41,0:03:15,131630,7153.7437,2740,504.669,1748467,4.36,1.0
212,I3FBJdiExcg,Beginner Kaggle Data Science Project Walk-Through (Titanic),2020-07-17,174,1265,59,4321,40,2585,5.33,13.695,15.89,0:06:04,168183,17039.6566,2545,894.753,2040561,4.71,1.0
213,8igH8qZafpo,3 Proven Data Science Projects for Beginners (Kaggle),2020-02-17,220,1935,64,14708,72,9508,3.733,9.247,35.26,0:02:40,237467,10560.3597,9436,885.504,3137644,4.01,1.0
214,Ip50cXvpWY4,The Best Free Data Science Courses Nobody is Talking About,2020-03-09,294,4694,75,19464,131,10734,4.097,9.124,33.8,0:02:06,297222,10465.0467,10603,1217.046,4512254,3.24,1.0
215,4OZip0cgOho,How I Would Learn Data Science (If I Had to Start Over),2020-05-08,907,9583,942,46903,451,46904,6.353,12.835,36.65,0:03:09,1253559,65850.7042,46453,7959.533,26498799,3.14,1.0
